individualID,taxonID,scientificName
NEON.BET.D01.002625,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002593,CARSER,Carabus serratus
NEON.BET.D01.002563,AGORET,Agonum retractum
NEON.BET.D01.002623,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002621,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002590,CARSER,Carabus serratus
NEON.BET.D01.002591,CARSER,Carabus serratus
NEON.BET.D01.002776,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002579,CARGOR,Carabus goryi
NEON.BET.D01.002583,CARGOR,Carabus goryi
NEON.BET.D01.002748,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002646,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002747,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002765,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002645,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002619,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002647,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002564,ANIRUS,Anisodactylus rusticus
NEON.BET.D01.002592,CARSER,Carabus serratus
NEON.BET.D01.002746,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002599,CARSER,Carabus serratus
NEON.BET.D01.002771,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002578,CARGOR,Carabus goryi
NEON.BET.D01.002752,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002654,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002648,PTEMUT2,Pterostichus mutus
NEON.BET.D01.002770,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002651,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002598,CARSER,Carabus serratus
NEON.BET.D01.002650,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002667,PTEROS,Pterostichus rostratus
NEON.BET.D01.002562,AGORET,Agonum retractum
NEON.BET.D01.002597,CARSER,Carabus serratus
NEON.BET.D01.002649,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002666,PTEROS,Pterostichus rostratus
NEON.BET.D01.002741,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002661,PTEROS,Pterostichus rostratus
NEON.BET.D01.002629,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002663,PTEROS,Pterostichus rostratus
NEON.BET.D01.002742,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002804,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.002631,OLIPAR,Olisthopus parmatus
NEON.BET.D01.002628,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002626,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002586,CARGOR,Carabus goryi
NEON.BET.D01.002566,APELUC2,Apenes lucidula
NEON.BET.D01.002662,PTEROS,Pterostichus rostratus
NEON.BET.D01.002693,PTEROS,Pterostichus rostratus
NEON.BET.D01.002660,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002571,CARGOR,Carabus goryi
NEON.BET.D01.002565,APELUC2,Apenes lucidula
NEON.BET.D01.002613,MYACYA,Myas cyanescens
NEON.BET.D01.002781,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002767,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002761,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002722,PTETRI3,Pterostichus tristis
NEON.BET.D01.002753,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002639,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002764,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002596,CARSER,Carabus serratus
NEON.BET.D01.002581,CARGOR,Carabus goryi
NEON.BET.D01.002694,PTETRI3,Pterostichus tristis
NEON.BET.D01.002721,PTETRI3,Pterostichus tristis
NEON.BET.D01.002772,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002680,PTEROS,Pterostichus rostratus
NEON.BET.D01.002679,PTEROS,Pterostichus rostratus
NEON.BET.D01.002595,CARSER,Carabus serratus
NEON.BET.D01.002630,OLIPAR,Olisthopus parmatus
NEON.BET.D01.002669,PTEROS,Pterostichus rostratus
NEON.BET.D01.002655,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002615,MYACYA,Myas cyanescens
NEON.BET.D01.002668,PTEROS,Pterostichus rostratus
NEON.BET.D01.002670,PTEROS,Pterostichus rostratus
NEON.BET.D01.002796,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002751,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002638,PTEMUT2,Pterostichus mutus
NEON.BET.D01.002624,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002678,PTEROS,Pterostichus rostratus
NEON.BET.D01.002637,PTEMUT2,Pterostichus mutus
NEON.BET.D01.002675,PTEROS,Pterostichus rostratus
NEON.BET.D01.002657,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002756,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002601,CARSER,Carabus serratus
NEON.BET.D01.002677,PTEROS,Pterostichus rostratus
NEON.BET.D01.002658,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002757,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002689,PTEROS,Pterostichus rostratus
NEON.BET.D01.002691,PTEROS,Pterostichus rostratus
NEON.BET.D01.002690,PTEROS,Pterostichus rostratus
NEON.BET.D01.002653,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002627,NOTAEN,Notiophilus aeneus
NEON.BET.D01.002570,CARGOR,Carabus goryi
NEON.BET.D01.002602,CARSER,Carabus serratus
NEON.BET.D01.002692,PTEROS,Pterostichus rostratus
NEON.BET.D01.002659,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002803,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.002782,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002676,PTEROS,Pterostichus rostratus
NEON.BET.D01.002575,CARGOR,Carabus goryi
NEON.BET.D01.002686,PTEROS,Pterostichus rostratus
NEON.BET.D01.002672,PTEROS,Pterostichus rostratus
NEON.BET.D01.002725,PTETRI3,Pterostichus tristis
NEON.BET.D01.002683,PTEROS,Pterostichus rostratus
NEON.BET.D01.002673,PTEROS,Pterostichus rostratus
NEON.BET.D01.002569,CARGOR,Carabus goryi
NEON.BET.D01.002762,PTETRI3,Pterostichus tristis
NEON.BET.D01.002572,CARGOR,Carabus goryi
NEON.BET.D01.002604,CARSER,Carabus serratus
NEON.BET.D01.002671,PTEROS,Pterostichus rostratus
NEON.BET.D01.002755,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002769,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002674,PTEROS,Pterostichus rostratus
NEON.BET.D01.002603,CARSER,Carabus serratus
NEON.BET.D01.002652,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002754,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002724,PTETRI3,Pterostichus tristis
NEON.BET.D01.002750,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002582,CARGOR,Carabus goryi
NEON.BET.D01.002681,PTEROS,Pterostichus rostratus
NEON.BET.D01.002768,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002600,CARSER,Carabus serratus
NEON.BET.D01.002682,PTEROS,Pterostichus rostratus
NEON.BET.D01.002760,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002656,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.002577,CARGOR,Carabus goryi
NEON.BET.D01.002687,PTEROS,Pterostichus rostratus
NEON.BET.D01.002758,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002763,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002617,MYACYA,Myas cyanescens
NEON.BET.D01.002736,PTETRI3,Pterostichus tristis
NEON.BET.D01.002737,PTETRI3,Pterostichus tristis
NEON.BET.D01.002739,PTETRI3,Pterostichus tristis
NEON.BET.D01.002735,PTETRI3,Pterostichus tristis
NEON.BET.D01.002585,CARGOR,Carabus goryi
NEON.BET.D01.002759,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002792,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002605,CARSER,Carabus serratus
NEON.BET.D01.002567,CARGOR,Carabus goryi
NEON.BET.D01.002777,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002606,CARSER,Carabus serratus
NEON.BET.D01.002783,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002688,PTEROS,Pterostichus rostratus
NEON.BET.D01.002738,PTETRI3,Pterostichus tristis
NEON.BET.D01.002787,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002731,PTETRI3,Pterostichus tristis
NEON.BET.D01.002734,PTETRI3,Pterostichus tristis
NEON.BET.D01.002608,CYMCRI,Cymindis cribricollis
NEON.BET.D01.002800,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002616,MYACYA,Myas cyanescens
NEON.BET.D01.002793,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002684,PTEROS,Pterostichus rostratus
NEON.BET.D01.002733,PTETRI3,Pterostichus tristis
NEON.BET.D01.002610,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002778,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002584,CARGOR,Carabus goryi
NEON.BET.D01.002789,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002635,PTEADO,Pterostichus adoxus
NEON.BET.D01.002797,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002727,PTETRI3,Pterostichus tristis
NEON.BET.D01.002773,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002685,PTEROS,Pterostichus rostratus
NEON.BET.D01.002728,PTETRI3,Pterostichus tristis
NEON.BET.D01.002732,PTETRI3,Pterostichus tristis
NEON.BET.D01.002726,PTETRI3,Pterostichus tristis
NEON.BET.D01.002788,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002794,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002580,CARGOR,Carabus goryi
NEON.BET.D01.002723,PTETRI3,Pterostichus tristis
NEON.BET.D01.002730,PTETRI3,Pterostichus tristis
NEON.BET.D01.002729,PTETRI3,Pterostichus tristis
NEON.BET.D01.002633,PTEADO,Pterostichus adoxus
NEON.BET.D01.002795,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002708,PTETRI3,Pterostichus tristis
NEON.BET.D01.002614,MYACYA,Myas cyanescens
NEON.BET.D01.002703,PTETRI3,Pterostichus tristis
NEON.BET.D01.002710,PTETRI3,Pterostichus tristis
NEON.BET.D01.002704,PTETRI3,Pterostichus tristis
NEON.BET.D01.002717,PTETRI3,Pterostichus tristis
NEON.BET.D01.002718,PTETRI3,Pterostichus tristis
NEON.BET.D01.002774,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002702,PTETRI3,Pterostichus tristis
NEON.BET.D01.002665,PTEROS,Pterostichus rostratus
NEON.BET.D01.002719,PTETRI3,Pterostichus tristis
NEON.BET.D01.002720,PTETRI3,Pterostichus tristis
NEON.BET.D01.002707,PTETRI3,Pterostichus tristis
NEON.BET.D01.002802,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002716,PTETRI3,Pterostichus tristis
NEON.BET.D01.002798,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002790,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002706,PTETRI3,Pterostichus tristis
NEON.BET.D01.002775,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002709,PTETRI3,Pterostichus tristis
NEON.BET.D01.002711,PTETRI3,Pterostichus tristis
NEON.BET.D01.002785,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002705,PTETRI3,Pterostichus tristis
NEON.BET.D01.002714,PTETRI3,Pterostichus tristis
NEON.BET.D01.002698,PTETRI3,Pterostichus tristis
NEON.BET.D01.002609,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002697,PTETRI3,Pterostichus tristis
NEON.BET.D01.002713,PTETRI3,Pterostichus tristis
NEON.BET.D01.002749,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002699,PTETRI3,Pterostichus tristis
NEON.BET.D01.002607,CYMCRI,Cymindis cribricollis
NEON.BET.D01.002696,PTETRI3,Pterostichus tristis
NEON.BET.D01.002560,AGORET,Agonum retractum
NEON.BET.D01.002634,PTEADO,Pterostichus adoxus
NEON.BET.D01.002740,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002801,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002799,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002743,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.002700,PTETRI3,Pterostichus tristis
NEON.BET.D01.002784,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002786,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002611,CYMPLA2,Cymindis platicollis
NEON.BET.D01.002701,PTETRI3,Pterostichus tristis
NEON.BET.D01.002712,PTETRI3,Pterostichus tristis
NEON.BET.D01.002791,SYNIMP,Synuchus impunctatus
NEON.BET.D01.002573,CARGOR,Carabus goryi
NEON.BET.D01.002715,PTETRI3,Pterostichus tristis
NEON.BET.D01.002779,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.002695,PTETRI3,Pterostichus tristis
NEON.BET.D01.002664,PTEROS,Pterostichus rostratus
NEON.BET.D01.003782,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003193,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003107,CARSER,Carabus serratus
NEON.BET.D01.003127,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003816,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003930,CARGOR,Carabus goryi
NEON.BET.D01.003132,PLADEC,Platynus decentis
NEON.BET.D01.003206,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003168,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003108,CARSER,Carabus serratus
NEON.BET.D01.003165,OLIPAR,Olisthopus parmatus
NEON.BET.D01.003102,CARSER,Carabus serratus
NEON.BET.D01.003131,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004169,CARGOR,Carabus goryi
NEON.BET.D01.003743,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003784,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003117,MYACYA,Myas cyanescens
NEON.BET.D01.003924,CARGOR,Carabus goryi
NEON.BET.D01.003922,CARGOR,Carabus goryi
NEON.BET.D01.003835,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003109,CARSER,Carabus serratus
NEON.BET.D01.004165,CARGOR,Carabus goryi
NEON.BET.D01.003830,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003427,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003166,CARGOR,Carabus goryi
NEON.BET.D01.003777,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003110,CARSER,Carabus serratus
NEON.BET.D01.003900,CARGOR,Carabus goryi
NEON.BET.D01.003176,PTEADO,Pterostichus adoxus
NEON.BET.D01.003133,PLADEC,Platynus decentis
NEON.BET.D01.003167,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003184,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003840,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003194,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003921,CARGOR,Carabus goryi
NEON.BET.D01.003185,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003804,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003976,CARGOR,Carabus goryi
NEON.BET.D01.003239,PTEROS,Pterostichus rostratus
NEON.BET.D01.003812,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003155,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003198,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003774,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003103,CARSER,Carabus serratus
NEON.BET.D01.003180,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003203,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003172,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003106,CARSER,Carabus serratus
NEON.BET.D01.003201,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003171,HARRUB,Harpalus rubripes
NEON.BET.D01.003781,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004007,CARGOR,Carabus goryi
NEON.BET.D01.003199,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004002,CARGOR,Carabus goryi
NEON.BET.D01.004115,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003773,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003105,CARSER,Carabus serratus
NEON.BET.D01.003766,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003153,CYMPLA2,Cymindis platicollis
NEON.BET.D01.003126,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004248,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003811,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003187,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003758,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003202,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003111,CARSER,Carabus serratus
NEON.BET.D01.003200,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003898,CARGOR,Carabus goryi
NEON.BET.D01.003104,CARSER,Carabus serratus
NEON.BET.D01.003146,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003806,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003161,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003760,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003173,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003878,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003762,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003163,AMPINT,Amphasia interstitialis
NEON.BET.D01.003197,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003113,CARSER,Carabus serratus
NEON.BET.D01.004081,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003175,ACUHYD,Acupalpus hydropicus
NEON.BET.D01.003803,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004017,SYNAME,Syntomus americanus
NEON.BET.D01.004119,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004191,CARGOR,Carabus goryi
NEON.BET.D01.003170,AGORET,Agonum retractum
NEON.BET.D01.003154,CYMPLA2,Cymindis platicollis
NEON.BET.D01.003764,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003139,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003216,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003250,PTEROS,Pterostichus rostratus
NEON.BET.D01.003162,APELUC2,Apenes lucidula
NEON.BET.D01.003157,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003195,NOTAEN,Notiophilus aeneus
NEON.BET.D01.004240,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004011,CARGOR,Carabus goryi
NEON.BET.D01.003112,CARSER,Carabus serratus
NEON.BET.D01.003790,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004243,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003125,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003857,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003755,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003752,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003129,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003186,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003244,PTEROS,Pterostichus rostratus
NEON.BET.D01.003214,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003744,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003114,CARSER,Carabus serratus
NEON.BET.D01.003236,PTEROS,Pterostichus rostratus
NEON.BET.D01.003851,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003169,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003907,CARGOR,Carabus goryi
NEON.BET.D01.003903,CARGOR,Carabus goryi
NEON.BET.D01.003181,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003158,AGORET,Agonum retractum
NEON.BET.D01.003215,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003178,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004077,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004080,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003867,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003196,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003156,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003123,DICPOL,Dicaelus politus
NEON.BET.D01.003204,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003906,CARGOR,Carabus goryi
NEON.BET.D01.003124,DICPOL,Dicaelus politus
NEON.BET.D01.003233,PTEROS,Pterostichus rostratus
NEON.BET.D01.003872,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003179,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004087,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003751,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003217,PTEROS,Pterostichus rostratus
NEON.BET.D01.003720,PTETRI3,Pterostichus tristis
NEON.BET.D01.004097,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003174,ACUHYD,Acupalpus hydropicus
NEON.BET.D01.003121,MYACYA,Myas cyanescens
NEON.BET.D01.003231,PTEROS,Pterostichus rostratus
NEON.BET.D01.003228,PTEROS,Pterostichus rostratus
NEON.BET.D01.003177,PTEADO,Pterostichus adoxus
NEON.BET.D01.003746,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003120,MYACYA,Myas cyanescens
NEON.BET.D01.003149,CYMNEG,Cymindis neglecta
NEON.BET.D01.003953,CARSER,Carabus serratus
NEON.BET.D01.003737,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003972,CARGOR,Carabus goryi
NEON.BET.D01.003189,SYNAME,Syntomus americanus
NEON.BET.D01.003159,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.004090,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004078,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003931,CARGOR,Carabus goryi
NEON.BET.D01.003974,CARGOR,Carabus goryi
NEON.BET.D01.004105,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003871,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003130,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.003738,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003160,TRIAUT,Trichotichnus autumnalis
NEON.BET.D01.003855,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003188,PTEMUT2,Pterostichus mutus
NEON.BET.D01.003748,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003745,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003739,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003190,SYNAME,Syntomus americanus
NEON.BET.D01.003208,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003220,PTEROS,Pterostichus rostratus
NEON.BET.D01.003711,PTETRI3,Pterostichus tristis
NEON.BET.D01.004110,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003869,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003734,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.004093,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003138,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003207,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004200,CARGOR,Carabus goryi
NEON.BET.D01.003118,MYACYA,Myas cyanescens
NEON.BET.D01.003137,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003868,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003227,PTEROS,Pterostichus rostratus
NEON.BET.D01.003230,PTEROS,Pterostichus rostratus
NEON.BET.D01.004100,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003948,CARGOR,Carabus goryi
NEON.BET.D01.003183,PTECOR1,Pterostichus coracinus
NEON.BET.D01.003192,SYNAME,Syntomus americanus
NEON.BET.D01.003150,CYMNEG,Cymindis neglecta
NEON.BET.D01.003191,SYNAME,Syntomus americanus
NEON.BET.D01.003722,PTETRI3,Pterostichus tristis
NEON.BET.D01.003115,CARSER,Carabus serratus
NEON.BET.D01.003128,PTEPEN,Pterostichus pensylvanicus
NEON.BET.D01.004089,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003237,PTEROS,Pterostichus rostratus
NEON.BET.D01.003749,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003235,PTEROS,Pterostichus rostratus
NEON.BET.D01.003205,NOTAEN,Notiophilus aeneus
NEON.BET.D01.003144,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003210,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003209,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003873,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.003182,PTECOR1,Pterostichus coracinus
NEON.BET.D01.003226,PTETRI3,Pterostichus tristis
NEON.BET.D01.003719,PTETRI3,Pterostichus tristis
NEON.BET.D01.003212,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003213,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003225,PTEROS,Pterostichus rostratus
NEON.BET.D01.003134,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003706,PTETRI3,Pterostichus tristis
NEON.BET.D01.003116,MYACYA,Myas cyanescens
NEON.BET.D01.004084,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003715,PTETRI3,Pterostichus tristis
NEON.BET.D01.003870,SPHSTE3,Sphaeroderus stenostomus
NEON.BET.D01.004073,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003222,PTEROS,Pterostichus rostratus
NEON.BET.D01.003147,CYMLIM,Cymindis limbata
NEON.BET.D01.003122,DICPOL,Dicaelus politus
NEON.BET.D01.003246,PTEROS,Pterostichus rostratus
NEON.BET.D01.003211,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003950,CARGOR,Carabus goryi
NEON.BET.D01.003717,PTETRI3,Pterostichus tristis
NEON.BET.D01.003142,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003952,CARGOR,Carabus goryi
NEON.BET.D01.003727,PTETRI3,Pterostichus tristis
NEON.BET.D01.004028,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003735,SPHCAN,Sphaeroderus canadensis
NEON.BET.D01.003143,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003136,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.004021,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003145,CYMCRI,Cymindis cribricollis
NEON.BET.D01.003135,CHLEMA,Chlaenius emarginatus
NEON.BET.D01.003148,CYMNEG,Cymindis neglecta
NEON.BET.D01.003141,CYMLIM,Cymindis limbata
NEON.BET.D01.004030,SYNIMP,Synuchus impunctatus
NEON.BET.D01.004053,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003733,PTETRI3,Pterostichus tristis
NEON.BET.D01.003723,PTETRI3,Pterostichus tristis
NEON.BET.D01.004067,SYNIMP,Synuchus impunctatus
NEON.BET.D01.003956,CARGOR,Carabus goryi
